h2_ID,h2_RA,h2_DEC,h2_rGalac_kpc,h2_LHa_erg_s,h2_logLHa,h2_size_pc,h2_class,sc_ID,sc_RA,sc_DEC,separation_arcsec,sc_age_yr,sc_mass_Msun,sc_EBV,sc_class
1353,24.2006,15.7677,4.7837,1.98507e+36,36.2978,73.2804,4,3407,24.2007,15.7673,1.32258,1.5e+07,6576,0.42,4
1354,24.1636,15.7668,3.3,1.5423e+37,37.1882,89,3,2509,24.1635,15.7668,0.272979,4e+06,3380,0.41,2
1360,24.1961,15.7678,4.28239,9.42881e+36,36.9745,123,1,3410,24.1959,15.7671,2.54587,1.5e+07,2434,0.14,4
1361,24.1596,15.7671,3.65098,5.99757e+37,37.778,76,4,2508,24.1596,15.7668,1.04248,1e+06,3299,0.01,3
1361,24.1596,15.7671,3.65098,5.99757e+37,37.778,76,4,2516,24.1596,15.7667,1.42184,9e+06,2572,0.34,4
1365,24.179,15.7675,2.94421,2.43425e+37,37.3864,44.9624,3,2468,24.1789,15.7674,0.533034,1.5e+07,65200,1.02,4
1365,24.179,15.7675,2.94421,2.43425e+37,37.3864,44.9624,3,2474,24.1792,15.7674,0.7721,1.3e+07,1713,0.19,4
1366,24.1648,15.7672,3.13102,9.33777e+36,36.9702,61.8678,4,2477,24.1651,15.7674,1.12112,9e+06,1301,0.38,4
1366,24.1648,15.7672,3.13102,9.33777e+36,36.9702,61.8678,4,2494,24.1646,15.7671,0.823795,4e+07,8306,0.42,3
1374,24.1658,15.7675,3.01208,5.99129e+36,36.7775,72,3,2488,24.1656,15.7672,1.32144,8e+06,805.6,0.23,3
1376,24.1804,15.7678,2.8889,1.55304e+37,37.1912,106.394,4,2421,24.1805,15.7683,1.84011,5e+07,7816,0.14,2
1378,24.1506,15.7672,4.60129,2.31054e+37,37.3637,105,1,2482,24.1506,15.7673,0.129565,1.5e+07,4607,0.47,4
1378,24.1506,15.7672,4.60129,2.31054e+37,37.3637,105,1,2492,24.1504,15.767,0.861218,2e+06,5601,0.3,2
1388,24.2254,15.7693,8.10225,2.91145e+38,38.4641,53.3631,2,3370,24.2252,15.7695,1.10301,1e+06,2675,0.19,3
1388,24.2254,15.7693,8.10225,2.91145e+38,38.4641,53.3631,2,3373,24.2253,15.7695,0.647134,2e+06,1849,0.09,3
1388,24.2254,15.7693,8.10225,2.91145e+38,38.4641,53.3631,2,3374,24.2253,15.7694,0.506993,3e+06,1389,0.09,3
1388,24.2254,15.7693,8.10225,2.91145e+38,38.4641,53.3631,2,3375,24.2251,15.7693,0.841017,3e+06,1592,0.11,4
1388,24.2254,15.7693,8.10225,2.91145e+38,38.4641,53.3631,2,3376,24.2252,15.7693,0.478582,2e+06,6851,0.07,2
1388,24.2254,15.7693,8.10225,2.91145e+38,38.4641,53.3631,2,3380,24.2254,15.7692,0.415491,3e+06,799.2,0.13,3
1388,24.2254,15.7693,8.10225,2.91145e+38,38.4641,53.3631,2,3382,24.2254,15.769,0.890369,1e+06,1183,0.03,2
1388,24.2254,15.7693,8.10225,2.91145e+38,38.4641,53.3631,2,3383,24.2255,15.7691,0.918076,1e+06,748.7,0.14,3
1391,24.176,15.7681,2.69781,2.165e+38,38.3355,79,3,2442,24.1761,15.7677,1.42823,1e+06,1772,0.07,3
1391,24.176,15.7681,2.69781,2.165e+38,38.3355,79,3,2443,24.1762,15.7678,1.20125,3e+06,2065,0.03,3
1391,24.176,15.7681,2.69781,2.165e+38,38.3355,79,3,2451,24.1759,15.7677,1.48835,4e+06,4110,0.48,4
1391,24.176,15.7681,2.69781,2.165e+38,38.3355,79,3,2452,24.1759,15.7677,1.53964,1.5e+07,4931,0,4
1392,24.1504,15.7676,4.5813,2.09403e+37,37.321,63.4667,1,2441,24.1503,15.7679,1.07249,1.5e+07,4092,0.5,4
1399,24.1786,15.7683,2.72973,3.68375e+37,37.5663,49.0145,2,2423,24.1788,15.7683,0.515456,4e+06,1093,0.3,4
1399,24.1786,15.7683,2.72973,3.68375e+37,37.5663,49.0145,2,2426,24.1789,15.7682,0.898891,1.3e+07,4125,0.45,4
1399,24.1786,15.7683,2.72973,3.68375e+37,37.5663,49.0145,2,2431,24.1787,15.7681,0.774043,2e+06,1390,0,3
1399,24.1786,15.7683,2.72973,3.68375e+37,37.5663,49.0145,2,2432,24.1787,15.7681,0.90988,2e+06,1118,0,3
1405,24.1843,15.7685,3.0075,1.03012e+37,37.0129,78,3,2389,24.1846,15.7688,1.38587,4e+07,7009,0.1,1
1408,24.2253,15.7696,7.96665,1.44373e+38,38.1595,74,2,3370,24.2252,15.7695,0.225548,1e+06,2675,0.19,3
1408,24.2253,15.7696,7.96665,1.44373e+38,38.1595,74,2,3373,24.2253,15.7695,0.50477,2e+06,1849,0.09,3
1408,24.2253,15.7696,7.96665,1.44373e+38,38.1595,74,2,3374,24.2253,15.7694,0.636492,3e+06,1389,0.09,3
1408,24.2253,15.7696,7.96665,1.44373e+38,38.1595,74,2,3375,24.2251,15.7693,1.02871,3e+06,1592,0.11,4
1408,24.2253,15.7696,7.96665,1.44373e+38,38.1595,74,2,3376,24.2252,15.7693,1.06851,2e+06,6851,0.07,2
1409,24.2062,15.7691,5.44738,1.97617e+37,37.2958,51,2,3384,24.2063,15.769,0.537948,1e+06,1401,0.29,2
1410,24.198,15.7689,4.43591,5.52877e+36,36.7426,94,3,3390,24.1984,15.7687,1.48616,5e+06,2229,0.32,2
1413,24.1861,15.7687,3.12595,1.1295e+37,37.0529,120.218,3,2370,24.1867,15.7691,2.49977,6e+08,13320,0,2
1413,24.1861,15.7687,3.12595,1.1295e+37,37.0529,120.218,3,2413,24.1857,15.7685,1.50555,2e+09,23510,0,4
1417,24.1613,15.7684,3.31896,8.70945e+37,37.94,49,1,2410,24.161,15.7684,0.907973,5e+07,33370,0.11,1
1417,24.1613,15.7684,3.31896,8.70945e+37,37.94,49,1,2420,24.1614,15.7683,0.509326,3e+06,3408,0.68,4
1417,24.1613,15.7684,3.31896,8.70945e+37,37.94,49,1,2422,24.1612,15.7683,0.583625,1e+06,3897,0.47,3
1419,24.1639,15.7686,3.04653,7.72386e+36,36.8878,106,3,2381,24.1642,15.7689,1.79311,5e+08,41660,0.32,1
1419,24.1639,15.7686,3.04653,7.72386e+36,36.8878,106,3,2424,24.1642,15.7682,1.72265,1e+08,9365,0.22,2
1420,24.1484,15.7683,4.74235,1.41636e+36,36.1512,116.756,3,2388,24.1487,15.7688,2.26733,5e+06,740.2,0.01,2
1420,24.1484,15.7683,4.74235,1.41636e+36,36.1512,116.756,3,2400,24.1481,15.7686,1.54698,8e+08,43790,0.05,1
1422,24.1775,15.7689,2.54461,1.52916e+38,38.1845,45.6116,2,2382,24.1776,15.7689,0.406062,1.5e+07,1885,0.1,4
1424,24.1619,15.7686,3.19402,6.94048e+36,36.8414,111,4,2420,24.1614,15.7683,1.94964,3e+06,3408,0.68,4
1435,24.1863,15.7693,3.07278,1.69542e+37,37.2293,110,3,2370,24.1867,15.7691,1.62189,6e+08,13320,0,2
1435,24.1863,15.7693,3.07278,1.69542e+37,37.2293,110,3,3357,24.1864,15.7699,2.07703,5e+06,760.9,0,4
1435,24.1863,15.7693,3.07278,1.69542e+37,37.2293,110,3,3360,24.1864,15.7698,1.71963,4e+06,713.5,0.03,4
1437,24.1563,15.7688,3.87735,4.13605e+37,37.6166,47,4,2396,24.1562,15.7687,0.43766,1e+06,1534,0.19,2
1440,24.1895,15.7696,3.35766,1.68465e+38,38.2265,49,2,2334,24.1893,15.7697,0.8031,3e+06,8120,0.42,1
1440,24.1895,15.7696,3.35766,1.68465e+38,38.2265,49,2,2351,24.1895,15.7695,0.390248,1e+06,4212,0.33,1
1440,24.1895,15.7696,3.35766,1.68465e+38,38.2265,49,2,3368,24.1896,15.7696,0.174871,2e+06,3060,0.4,2
1441,24.1646,15.7692,2.88444,9.85853e+36,36.9938,152.452,4,2343,24.1645,15.7696,1.3236,2e+07,14780,0.71,4
1441,24.1646,15.7692,2.88444,9.85853e+36,36.9938,152.452,4,2381,24.1642,15.7689,1.59173,5e+08,41660,0.32,1
1445,24.2063,15.7702,5.40184,5.8122e+37,37.7643,92,2,3350,24.2063,15.7701,0.205218,2e+06,1018,0.15,3
1445,24.2063,15.7702,5.40184,5.8122e+37,37.7643,92,2,3358,24.2066,15.7698,1.70047,3e+06,2000,0.27,4
1449,24.1581,15.7691,3.50665,5.73006e+36,36.7582,118,3,2337,24.158,15.7697,1.99709,2e+08,5496,0.02,3
1449,24.1581,15.7691,3.50665,5.73006e+36,36.7582,118,3,2341,24.1582,15.7696,1.69084,2e+08,8331,0.06,2
1449,24.1581,15.7691,3.50665,5.73006e+36,36.7582,118,3,2354,24.158,15.7694,0.836653,1e+08,16620,0,1
1449,24.1581,15.7691,3.50665,5.73006e+36,36.7582,118,3,2363,24.158,15.7692,0.502764,3e+08,8457,0,4
1452,24.1977,15.7701,4.25185,1.05225e+37,37.0221,55,3,3359,24.1975,15.7698,1.12256,6e+07,34690,0.24,1
1455,24.1789,15.7698,2.44978,1.67382e+37,37.2237,60,3,2316,24.179,15.77,1.04947,9e+06,1567,0.22,2
1455,24.1789,15.7698,2.44978,1.67382e+37,37.2237,60,3,2335,24.179,15.7697,0.645123,4e+07,6530,0.33,2
1456,24.1608,15.7694,3.20357,1.59822e+37,37.2036,111,3,2357,24.1608,15.7693,0.304549,4e+06,5240,0.74,4
1456,24.1608,15.7694,3.20357,1.59822e+37,37.2036,111,3,2358,24.1608,15.7693,0.442916,1e+06,1304,0.17,3
1456,24.1608,15.7694,3.20357,1.59822e+37,37.2036,111,3,2378,24.1606,15.7689,2.05023,2e+06,1633,0.2,2
1456,24.1608,15.7694,3.20357,1.59822e+37,37.2036,111,3,2379,24.1606,15.7689,1.94764,9e+06,1907,0.1,2
1460,24.19,15.7701,3.41137,2.3665e+37,37.3741,66.6965,2,3351,24.1899,15.7703,0.692362,4e+07,5898,0.25,1
1466,24.2006,15.7704,4.50036,1.49002e+37,37.1732,97,3,3337,24.2008,15.7709,2.01264,4e+06,1195,0.21,2
1466,24.2006,15.7704,4.50036,1.49002e+37,37.1732,97,3,3352,24.2003,15.7701,1.56308,3e+07,4151,0.21,1
1467,24.1866,15.7701,3.01201,4.15284e+37,37.6183,64.2715,2,3357,24.1864,15.7699,1.01302,5e+06,760.9,0,4
1467,24.1866,15.7701,3.01201,4.15284e+37,37.6183,64.2715,2,3360,24.1864,15.7698,1.33165,4e+06,713.5,0.03,4
1475,24.1526,15.7696,4.08754,4.85272e+36,36.686,98,3,2355,24.153,15.7694,1.48418,2e+07,3323,0.28,3
1476,24.1486,15.7694,4.58945,3.29624e+36,36.518,80,4,2371,24.1486,15.7691,1.06257,5e+06,468.5,0,3
1483,24.1806,15.7703,2.48867,1.0093e+37,37.004,87.5741,3,2298,24.1805,15.7703,0.39629,9e+07,146800,0.54,1
1484,24.1581,15.7699,3.37074,3.17567e+36,36.5018,116,4,2302,24.1583,15.7702,1.4365,8e+07,7573,0.05,1
1484,24.1581,15.7699,3.37074,3.17567e+36,36.5018,116,4,2318,24.1575,15.77,2.35977,5e+06,766.6,0.14,3
1484,24.1581,15.7699,3.37074,3.17567e+36,36.5018,116,4,2337,24.158,15.7697,0.870346,2e+08,5496,0.02,3
1484,24.1581,15.7699,3.37074,3.17567e+36,36.5018,116,4,2341,24.1582,15.7696,0.934602,2e+08,8331,0.06,2
1484,24.1581,15.7699,3.37074,3.17567e+36,36.5018,116,4,2354,24.158,15.7694,1.84037,1e+08,16620,0,1
1484,24.1581,15.7699,3.37074,3.17567e+36,36.5018,116,4,2363,24.158,15.7692,2.28468,3e+08,8457,0,4
1485,24.1504,15.7698,4.37139,6.23387e+36,36.7948,102,3,2349,24.1501,15.7695,1.40581,3e+08,4739,0,4
1485,24.1504,15.7698,4.37139,6.23387e+36,36.7948,102,3,2350,24.1501,15.7695,1.43744,9e+07,4543,0.05,4
1485,24.1504,15.7698,4.37139,6.23387e+36,36.7948,102,3,2352,24.1504,15.7694,1.50084,2e+09,776200,0,1
1486,24.1486,15.7698,4.58278,4.99532e+36,36.6986,133,4,2371,24.1486,15.7691,2.24204,5e+06,468.5,0,3
1490,24.1712,15.7702,2.41069,1.70469e+38,38.2316,46,1,2312,24.1712,15.7701,0.434714,1e+06,6477,0.18,1
1491,24.1574,15.7699,3.46506,4.66856e+37,37.6692,37.5023,1,2318,24.1575,15.77,0.569153,5e+06,766.6,0.14,3
1494,24.2061,15.7711,5.34896,2.95894e+37,37.4711,33.5801,2,3333,24.2061,15.771,0.1526,3e+06,2619,0.44,4
1494,24.2061,15.7711,5.34896,2.95894e+37,37.4711,33.5801,2,3334,24.2061,15.771,0.335486,5e+06,2690,0.26,4
1495,24.1693,15.7702,2.42793,3.87601e+37,37.5884,110,2,2285,24.1694,15.7705,1.17634,6e+06,1971,0.37,1
1495,24.1693,15.7702,2.42793,3.87601e+37,37.5884,110,2,2294,24.1697,15.7704,1.61541,9e+06,2048,0.44,4
1495,24.1693,15.7702,2.42793,3.87601e+37,37.5884,110,2,2321,24.1695,15.7699,1.37177,7e+06,1925,0.45,2
1495,24.1693,15.7702,2.42793,3.87601e+37,37.5884,110,2,2333,24.1694,15.7697,1.81568,8e+06,603.6,0.1,4
1499,24.1867,15.7707,2.88352,1.5526e+37,37.1911,86,4,3345,24.1869,15.7704,1.61405,2e+06,1361,0.19,2
1500,24.1654,15.7703,2.69525,1.55245e+38,38.191,73.2804,2,2290,24.1653,15.7704,0.618799,1e+06,1382,0.08,2
1500,24.1654,15.7703,2.69525,1.55245e+38,38.191,73.2804,2,2304,24.1652,15.7701,0.84802,1e+06,1184,0.11,4
1500,24.1654,15.7703,2.69525,1.55245e+38,38.191,73.2804,2,2305,24.1653,15.7701,0.490109,1e+06,32990,0.26,2
1501,24.1567,15.7702,3.54073,8.68036e+36,36.9385,60.2828,4,2310,24.1569,15.77,0.721874,1e+08,34430,0.14,1
1509,24.1766,15.7707,2.26327,2.50686e+37,37.3991,44.3218,3,2270,24.1767,15.7707,0.396004,4e+06,2439,0.29,4
1511,24.1618,15.7704,2.957,2.50554e+37,37.3989,60.2828,2,2287,24.1615,15.7705,1.01151,9e+06,7802,0.35,4
1517,24.2008,15.7713,4.5563,9.60384e+36,36.9824,76,2,3328,24.2008,15.7713,0.108755,2e+08,19530,0.17,4
1517,24.2008,15.7713,4.5563,9.60384e+36,36.9824,76,2,3337,24.2008,15.7709,1.44382,4e+06,1195,0.21,2
1518,24.1886,15.771,3.03895,7.22598e+36,36.8589,98,4,3336,24.1891,15.7709,1.67984,6e+07,5084,0.14,1
1519,24.1747,15.7708,2.2751,6.68174e+36,36.8249,69,4,2280,24.1745,15.7706,0.832811,4e+06,1057,0.26,2
1520,24.154,15.7704,3.81054,1.82455e+37,37.2612,46,3,2283,24.1538,15.7705,0.72914,1.5e+07,1630,0.06,3
1523,24.1668,15.7707,2.48538,1.97844e+37,37.2963,137,3,2244,24.1666,15.7713,2.4141,9e+06,1496,0.14,1
1523,24.1668,15.7707,2.48538,1.97844e+37,37.2963,137,3,2278,24.1661,15.7706,2.30791,4e+07,12360,0.55,3
1528,24.1994,15.7715,4.30724,1.29219e+38,38.1113,48.32,3,3322,24.1995,15.7716,0.521759,8e+06,5128,0.63,4
1528,24.1994,15.7715,4.30724,1.29219e+38,38.1113,48.32,3,3326,24.1996,15.7713,0.939753,1e+06,9462,0.26,1
1529,24.1968,15.7714,4.03479,1.16122e+37,37.0649,65,2,3321,24.1971,15.7715,1.3431,2e+08,12040,0.01,4
1530,24.1893,15.7712,3.11638,3.6478e+36,36.562,90.9682,4,3336,24.1891,15.7709,1.36963,6e+07,5084,0.14,1
1537,24.1603,15.7709,3.00292,8.72173e+36,36.9406,58.7062,3,2272,24.1602,15.7706,1.04374,1e+06,16600,0.84,2
1542,24.2007,15.772,4.47476,5.47792e+36,36.7386,130,4,3328,24.2008,15.7713,2.37848,2e+08,19530,0.17,4
1543,24.1859,15.7716,2.73534,1.17565e+37,37.0703,126.298,2,3307,24.1862,15.7721,1.98659,8e+06,645.4,0,4
1543,24.1859,15.7716,2.73534,1.17565e+37,37.0703,126.298,2,3317,24.1865,15.7717,2.0641,3e+07,3226,0.16,3
1549,24.1999,15.7721,4.33341,1.77018e+37,37.248,78.2842,3,3308,24.1998,15.772,0.582377,9e+06,1258,0.27,4
1549,24.1999,15.7721,4.33341,1.77018e+37,37.248,78.2842,3,3309,24.1997,15.7721,0.541492,4e+07,32070,0.37,4
1564,24.1851,15.772,2.5684,7.56583e+36,36.8789,134.127,3,2189,24.1846,15.7725,2.7096,3e+07,6906,0.21,2
1567,24.1976,15.7724,4.07512,4.75599e+35,35.6772,37.9897,3,3298,24.1978,15.7723,0.567474,1e+06,1040,0.11,3
1576,24.1816,15.7723,2.2914,5.14506e+37,37.7114,54.1112,2,2204,24.1817,15.7721,0.763957,1e+06,1282,0.15,4
1576,24.1816,15.7723,2.2914,5.14506e+37,37.7114,54.1112,2,2207,24.1816,15.772,1.06205,1e+06,2085,0.2,3
1576,24.1816,15.7723,2.2914,5.14506e+37,37.7114,54.1112,2,2208,24.1816,15.772,1.11324,9e+06,5840,0.47,4
1583,24.192,15.7726,3.27381,1.54195e+37,37.1881,51.1549,3,2182,24.1922,15.7726,0.347111,8e+06,866.8,0.32,4
1584,24.1584,15.772,3.11156,7.16862e+37,37.8554,44.9624,1,2218,24.1583,15.7719,0.296485,2e+06,599.9,0.01,3
1584,24.1584,15.772,3.11156,7.16862e+37,37.8554,44.9624,1,2222,24.1584,15.7718,0.545351,1.5e+07,1170,0,3
1591,24.155,15.772,3.60415,1.18555e+37,37.0739,113,3,2185,24.1551,15.7726,2.20884,1e+06,1628,0.29,3
1591,24.155,15.772,3.60415,1.18555e+37,37.0739,113,3,2206,24.1543,15.772,2.13823,5e+07,21250,0.16,1
1591,24.155,15.772,3.60415,1.18555e+37,37.0739,113,3,2227,24.155,15.7717,1.08679,2e+08,9140,0.08,1
1591,24.155,15.772,3.60415,1.18555e+37,37.0739,113,3,2231,24.1553,15.7716,1.76302,7e+06,862.3,0.22,3
1609,24.1966,15.7734,3.82873,3.51214e+37,37.5456,36.0724,2,3269,24.1966,15.7733,0.313897,1e+06,3030,0.6,3
1610,24.1848,15.7731,2.42375,7.45454e+36,36.8724,100.375,4,2144,24.1848,15.7734,1.03601,3e+08,8466,0,2
1614,24.1552,15.7726,3.40802,2.74449e+37,37.4385,41.8571,3,2185,24.1551,15.7726,0.377263,1e+06,1628,0.29,3
1624,24.1883,15.7734,2.78692,5.70739e+37,37.7564,82,2,2120,24.1881,15.7738,1.4905,9e+06,5155,0.14,2
1624,24.1883,15.7734,2.78692,5.70739e+37,37.7564,82,2,2127,24.188,15.7737,1.31125,1e+06,1719,0.22,4
1624,24.1883,15.7734,2.78692,5.70739e+37,37.7564,82,2,2176,24.188,15.7734,1.18349,9e+06,659.2,0,4
1624,24.1883,15.7734,2.78692,5.70739e+37,37.7564,82,2,3262,24.1885,15.7736,0.94128,1.5e+07,12480,0.45,4
1624,24.1883,15.7734,2.78692,5.70739e+37,37.7564,82,2,3273,24.1879,15.7732,1.61761,3e+07,6271,0.06,4
1625,24.1762,15.7732,1.82593,7.16575e+36,36.8553,90,4,2169,24.1764,15.773,1.14527,1.5e+07,2196,0,2
1637,24.2009,15.774,4.33626,2.92833e+37,37.4666,55.6239,3,3256,24.2009,15.774,0.176938,3e+06,852.8,0.23,3
1638,24.1999,15.774,4.23409,2.47231e+37,37.3931,108.983,3,3239,24.1995,15.7744,2.06152,6e+07,9302,0.04,4
1638,24.1999,15.774,4.23409,2.47231e+37,37.3931,108.983,3,3240,24.1994,15.7744,2.2567,6e+06,972.1,0.03,4
1638,24.1999,15.774,4.23409,2.47231e+37,37.3931,108.983,3,3241,24.1997,15.7744,1.78343,2e+08,12720,0,4
1638,24.1999,15.774,4.23409,2.47231e+37,37.3931,108.983,3,3248,24.1995,15.7743,1.80932,5e+06,1030,0.11,3
1640,24.1695,15.7733,1.81771,1.15061e+37,37.0609,57,3,2193,24.1693,15.7733,0.672013,4e+06,4084,0.26,2
1641,24.1689,15.7733,1.98257,4.90397e+37,37.6905,75,3,2151,24.1689,15.7732,0.463133,1e+06,801.7,0.03,3
1641,24.1689,15.7733,1.98257,4.90397e+37,37.6905,75,3,2153,24.1691,15.7732,0.877346,3e+06,868.1,0,4
1641,24.1689,15.7733,1.98257,4.90397e+37,37.6905,75,3,2154,24.1691,15.7732,0.924695,3e+06,928,0,3
1641,24.1689,15.7733,1.98257,4.90397e+37,37.6905,75,3,2159,24.1691,15.7731,1.02748,3e+06,861.2,0,3
1641,24.1689,15.7733,1.98257,4.90397e+37,37.6905,75,3,2193,24.1693,15.7733,1.52782,4e+06,4084,0.26,2
1645,24.2026,15.7741,4.62579,6.48813e+36,36.8121,81.6506,4,3247,24.2026,15.7743,0.660213,3e+08,21180,0.02,1
1645,24.2026,15.7741,4.62579,6.48813e+36,36.8121,81.6506,4,3257,24.2025,15.7739,0.930027,2e+08,24370,0.16,2
1652,24.2014,15.7743,4.40998,5.23788e+37,37.7192,61.0706,3,3253,24.2014,15.7741,0.609159,2e+06,1445,0.13,3
1653,24.1988,15.7742,4.06145,4.45148e+37,37.6485,68.3288,3,3237,24.1988,15.7745,1.2697,8e+06,9170,0.91,4
1653,24.1988,15.7742,4.06145,4.45148e+37,37.6485,68.3288,3,3246,24.1987,15.7743,0.660935,1.1e+07,1879,0.08,3
1653,24.1988,15.7742,4.06145,4.45148e+37,37.6485,68.3288,3,3249,24.1989,15.7745,1.13428,1e+06,1133,0.19,4
1653,24.1988,15.7742,4.06145,4.45148e+37,37.6485,68.3288,3,3252,24.1989,15.7742,0.262229,1e+06,1548,0.33,4
1654,24.1978,15.7742,3.88488,5.64712e+38,38.7518,54,1,3250,24.1978,15.7742,0.209297,1e+06,4148,0.18,4
1654,24.1978,15.7742,3.88488,5.64712e+38,38.7518,54,1,3251,24.1979,15.7741,0.389497,2e+06,19380,0.07,2
1655,24.183,15.7738,2.10747,1.20983e+38,38.0827,32,2,2121,24.183,15.7737,0.382411,1e+06,10200,0.33,2
1661,24.1738,15.7738,1.74259,1.10829e+37,37.0447,35,4,2123,24.1737,15.7737,0.199712,3e+07,2341,0.1,4
1670,24.1769,15.7741,1.72026,3.06709e+37,37.4867,49.0145,2,2096,24.177,15.7743,0.771513,3e+06,609.3,0.04,3
1673,24.1879,15.7744,2.65395,1.85895e+38,38.2693,70,2,2088,24.1881,15.7744,0.393851,1e+06,1527,0.08,4
1673,24.1879,15.7744,2.65395,1.85895e+38,38.2693,70,2,2089,24.188,15.7745,0.0798541,2e+06,1977,0.18,4
1673,24.1879,15.7744,2.65395,1.85895e+38,38.2693,70,2,2090,24.188,15.7744,0.326669,2e+06,12000,0.06,2
1685,24.1679,15.7744,1.92693,4.87027e+37,37.6876,47.6321,2,2098,24.1677,15.7743,0.575582,1e+06,1675,0.06,2
1691,24.188,15.7749,2.58452,9.22669e+37,37.965,71,2,2052,24.188,15.7751,0.475135,1e+06,1367,0.27,3
1692,24.1844,15.7749,2.18373,2.62479e+37,37.4191,76.6134,4,2054,24.1848,15.775,1.44356,1.5e+07,2583,0.23,4
1692,24.1844,15.7749,2.18373,2.62479e+37,37.4191,76.6134,4,2080,24.1843,15.7747,1.00651,1.3e+07,3408,0.36,3
1692,24.1844,15.7749,2.18373,2.62479e+37,37.4191,76.6134,4,2081,24.1848,15.7747,1.56585,4e+07,7320,0.45,4
1693,24.1736,15.7746,1.54199,7.2501e+36,36.8603,109.845,4,2058,24.1738,15.7749,1.30503,1e+06,1151,0.18,3
1693,24.1736,15.7746,1.54199,7.2501e+36,36.8603,109.845,4,2082,24.1742,15.7747,2.0991,3e+06,987.8,0.22,1
1694,24.1513,15.7742,3.89005,1.3875e+37,37.1422,93,3,2091,24.1517,15.7745,1.65544,2e+08,6770,0.05,1
1695,24.1455,15.7742,4.64309,2.3398e+36,36.3692,73.2804,4,2092,24.1456,15.7745,1.13775,1e+08,3785,0.02,1
1695,24.1455,15.7742,4.64309,2.3398e+36,36.3692,73.2804,4,2108,24.1451,15.7741,1.27447,1e+08,6022,0.17,4
1699,24.177,15.7748,1.56963,7.05094e+37,37.8482,46.947,3,2066,24.1769,15.7748,0.262679,1e+06,1388,0.11,3
1702,24.1531,15.7745,3.61807,2.15719e+37,37.3339,60.2828,3,2087,24.1533,15.7745,0.752131,5e+06,3310,0.52,2
1703,24.1522,15.7744,3.7412,9.04672e+36,36.9565,69.1522,4,2071,24.1522,15.7747,0.980083,2e+08,7032,0,1
1710,24.172,15.7749,1.5509,4.20415e+36,36.6237,36.0724,3,2062,24.172,15.7748,0.391348,1e+06,2685,0.07,2
1717,24.2005,15.7757,4.17501,2.00048e+36,36.3011,102,4,3218,24.2002,15.7752,1.86003,1.5e+07,2564,0.24,4
1721,24.1863,15.7755,2.33611,4.94208e+37,37.6939,80,2,2005,24.1864,15.7759,1.40726,2e+08,11900,0.22,4
1724,24.1784,15.7754,1.57605,5.36384e+36,36.7295,135,3,2041,24.1787,15.7752,1.39872,9e+07,173600,0.45,1
1728,24.1688,15.7753,1.67898,8.07913e+37,37.9074,47,2,2045,24.1688,15.7752,0.380331,1e+06,2841,0.34,3
1729,24.168,15.7753,1.71559,1.96633e+37,37.2937,72,3,2046,24.168,15.7752,0.439318,1e+06,1394,0.08,4
1732,24.1676,15.7754,1.73895,1.00528e+37,37.0023,83.3308,2,2046,24.168,15.7752,1.56385,1e+06,1394,0.08,4
1734,24.1854,15.7758,2.18139,3.57233e+38,38.553,59,2,2004,24.1855,15.7759,0.568181,1.5e+07,1729,0.24,4
1734,24.1854,15.7758,2.18139,3.57233e+38,38.553,59,2,2014,24.1852,15.7757,0.535686,1e+06,2423,0.32,3
1734,24.1854,15.7758,2.18139,3.57233e+38,38.553,59,2,2017,24.1855,15.7756,0.707319,9e+06,1686,0.04,3
1734,24.1854,15.7758,2.18139,3.57233e+38,38.553,59,2,2022,24.1855,15.7757,0.482151,5e+06,6339,0.51,4
1737,24.1522,15.7751,3.66623,4.45208e+37,37.6486,74,3,2071,24.1522,15.7747,1.45087,2e+08,7032,0,1
1740,24.1984,15.7762,3.86857,8.69313e+36,36.9392,161,2,3202,24.1991,15.776,2.496,6e+07,4019,0,2
1742,24.1742,15.7757,1.3787,3.69657e+37,37.5678,54,3,2016,24.1743,15.7757,0.148966,3e+06,626.2,0.17,3
1743,24.1488,15.7752,4.08998,1.02684e+37,37.0115,117,3,2023,24.1489,15.7756,1.48327,3e+07,3261,0.2,1
1744,24.1442,15.7751,4.71002,2.77778e+37,37.4437,55,1,2049,24.1441,15.7751,0.417091,2e+06,1795,0.15,3
1744,24.1442,15.7751,4.71002,2.77778e+37,37.4437,55,1,2050,24.1441,15.7751,0.272147,2e+06,1172,0.1,4
1750,24.2028,15.7766,4.47228,4.81511e+36,36.6826,94.3823,3,3199,24.2031,15.7763,1.53473,7e+06,4183,0.49,2
1755,24.2011,15.7766,4.255,4.15396e+37,37.6185,60,2,3194,24.2013,15.7765,0.900534,2e+06,6059,0.27,2
1756,24.1713,15.776,1.46213,1.34774e+37,37.1296,59.5014,2,2003,24.1712,15.7759,0.545957,1e+06,925.9,0.08,3
1762,24.1764,15.7762,1.36937,6.12726e+36,36.7873,175.236,4,2033,24.1769,15.7755,2.84394,9e+06,781.6,0.14,4
1763,24.1691,15.776,1.49574,1.76167e+37,37.2459,59,3,2000,24.1691,15.7759,0.451064,1e+06,1615,0.28,1
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,1990,24.1526,15.7758,0.630122,3e+06,1033,0.01,4
