h2_ID,h2_RA,h2_DEC,h2_rGalac_kpc,h2_LHa_erg_s,h2_logLHa,h2_size_pc,h2_class,sc_ID,sc_RA,sc_DEC,separation_arcsec,sc_age_yr,sc_mass_Msun,sc_EBV,sc_class
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,1991,24.1526,15.7759,1.19191,1e+06,3347,0.05,4
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,1992,24.1526,15.7759,1.00116,3e+06,2611,0.09,3
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,1993,24.1525,15.7758,0.944316,1e+06,2975,0.01,3
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,2001,24.1528,15.7759,0.721632,9e+06,8935,0.65,2
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,2002,24.1531,15.7759,1.28499,1e+06,4147,0.33,4
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,2008,24.1529,15.7758,0.835427,2e+06,4122,0.4,4
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,2009,24.1529,15.7757,0.695778,1e+06,6096,0.04,1
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,2026,24.1525,15.7755,0.942068,1e+06,5947,0.16,2
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,2027,24.1526,15.7754,0.949877,1e+06,8438,0.18,3
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,2028,24.1532,15.7756,1.55482,1e+06,1179,0.12,3
1764,24.1527,15.7757,3.44399,9.21851e+38,38.9647,85,2,2029,24.1532,15.7754,1.7451,1e+06,6495,0.19,3
1767,24.1972,15.7767,3.70111,3.63652e+37,37.5607,53.3631,2,3189,24.1972,15.7767,0.201619,4e+07,3227,0.12,4
1770,24.1681,15.7761,1.59999,5.12939e+36,36.7101,158.58,4,1952,24.1684,15.7766,2.08599,1e+09,33510,0,1
1770,24.1681,15.7761,1.59999,5.12939e+36,36.7101,158.58,4,1961,24.1689,15.7765,2.90657,9e+06,5491,0.36,2
1770,24.1681,15.7761,1.59999,5.12939e+36,36.7101,158.58,4,1999,24.1685,15.7759,1.51829,4e+07,6830,0.13,1
1771,24.1668,15.776,1.68098,8.73779e+37,37.9414,69,2,1979,24.1667,15.7761,0.189119,5e+06,815.4,0.05,4
1771,24.1668,15.776,1.68098,8.73779e+37,37.9414,69,2,1980,24.1667,15.7759,0.368356,5e+06,501.9,0,4
1771,24.1668,15.776,1.68098,8.73779e+37,37.9414,69,2,1982,24.1666,15.7761,0.546312,2e+06,2196,0.34,4
1771,24.1668,15.776,1.68098,8.73779e+37,37.9414,69,2,1984,24.1668,15.7759,0.518444,1e+06,3787,0.3,4
1771,24.1668,15.776,1.68098,8.73779e+37,37.9414,69,2,1985,24.1668,15.7758,0.734921,3e+06,1809,0.16,3
1771,24.1668,15.776,1.68098,8.73779e+37,37.9414,69,2,2019,24.1669,15.7757,1.3834,3e+06,906.3,0.19,3
1777,24.1847,15.7765,2.00712,2.20049e+37,37.3425,76.6134,3,1988,24.1848,15.7761,1.33298,4e+08,22470,0.19,2
1778,24.1809,15.7765,1.70776,1.6323e+37,37.2128,29.2031,4,1966,24.1809,15.7764,0.340225,1e+06,896.4,0.09,2
1784,24.1651,15.7762,1.99423,9.06809e+36,36.9575,84,4,1975,24.1647,15.7762,1.48628,5e+07,8510,0.35,1
1785,24.1526,15.776,3.5179,2.57653e+38,38.411,45.6116,4,1990,24.1526,15.7758,0.829686,3e+06,1033,0.01,4
1785,24.1526,15.776,3.5179,2.57653e+38,38.411,45.6116,4,1991,24.1526,15.7759,0.11983,1e+06,3347,0.05,4
1785,24.1526,15.776,3.5179,2.57653e+38,38.411,45.6116,4,1992,24.1526,15.7759,0.31195,3e+06,2611,0.09,3
1785,24.1526,15.776,3.5179,2.57653e+38,38.411,45.6116,4,1993,24.1525,15.7758,0.583706,1e+06,2975,0.01,3
1785,24.1526,15.776,3.5179,2.57653e+38,38.411,45.6116,4,2001,24.1528,15.7759,0.805795,9e+06,8935,0.65,2
1788,24.1861,15.7767,2.14095,2.1573e+37,37.3339,90.12,3,1947,24.1866,15.7767,1.54817,3e+07,7045,0.21,1
1793,24.1745,15.7767,1.19705,2.11979e+37,37.3263,63.4667,3,1945,24.1747,15.7769,1.20448,4e+06,1159,0.2,4
1793,24.1745,15.7767,1.19705,2.11979e+37,37.3263,63.4667,3,1955,24.1744,15.7766,0.265327,1e+06,1097,0.03,4
1793,24.1745,15.7767,1.19705,2.11979e+37,37.3263,63.4667,3,1956,24.1744,15.7765,0.468104,4e+06,970.1,0.15,4
1799,24.1866,15.777,2.22102,3.11562e+37,37.4935,102,3,1912,24.1863,15.7773,1.52927,6e+06,460.2,0.06,1
1799,24.1866,15.777,2.22102,3.11562e+37,37.4935,102,3,1947,24.1866,15.7767,0.993814,3e+07,7045,0.21,1
1801,24.1688,15.7767,1.42052,3.51855e+36,36.5464,104,3,1952,24.1684,15.7766,1.48844,1e+09,33510,0,1
1801,24.1688,15.7767,1.42052,3.51855e+36,36.5464,104,3,1961,24.1689,15.7765,0.932832,9e+06,5491,0.36,2
1802,24.1503,15.7763,3.84961,1.50783e+37,37.1784,110.705,2,1987,24.1499,15.7761,1.55362,1e+08,9768,0.18,2
1806,24.1679,15.7767,1.51942,1.05687e+37,37.024,163,4,1952,24.1684,15.7766,1.9027,1e+09,33510,0,1
1810,24.1774,15.777,1.26969,5.26654e+37,37.7215,56,3,1930,24.1775,15.777,0.148235,3e+06,447.7,0,3
1810,24.1774,15.777,1.26969,5.26654e+37,37.7215,56,3,1937,24.1775,15.777,0.395036,1e+06,756.2,0,3
1812,24.1515,15.7765,3.63897,nan,nan,76,3,1949,24.1514,15.7767,0.622012,4e+07,21580,0.11,1
1814,24.2001,15.7777,3.98817,3.79815e+37,37.5796,47,1,3177,24.2001,15.7776,0.304797,1e+06,1072,0.07,4
1815,24.1809,15.7773,1.52936,3.05854e+37,37.4855,31,2,1925,24.1809,15.7771,0.449059,1e+06,1494,0.18,3
1832,24.1723,15.7774,1.10278,3.06628e+37,37.4866,75,3,1889,24.1726,15.7776,1.07806,4e+06,1309,0.36,4
1832,24.1723,15.7774,1.10278,3.06628e+37,37.4866,75,3,1923,24.1724,15.7771,1.10271,9e+07,90650,0.48,1
1834,24.1869,15.7778,2.19919,4.31056e+37,37.6345,85,2,1885,24.1865,15.7776,1.44952,8e+06,1075,0.2,2
1836,24.1858,15.7779,2.00131,4.43759e+38,38.6471,62,2,1850,24.1862,15.778,1.22057,1e+06,3170,0.39,4
1836,24.1858,15.7779,2.00131,4.43759e+38,38.6471,62,2,1855,24.1857,15.7778,0.685299,9e+06,2020,0.01,4
1836,24.1858,15.7779,2.00131,4.43759e+38,38.6471,62,2,1856,24.1858,15.7779,0.19805,1e+06,6446,0.12,2
1836,24.1858,15.7779,2.00131,4.43759e+38,38.6471,62,2,1857,24.1858,15.7778,0.391493,3e+06,4247,0.3,2
1836,24.1858,15.7779,2.00131,4.43759e+38,38.6471,62,2,1870,24.1859,15.7776,0.998414,1e+06,1168,0.03,4
1836,24.1858,15.7779,2.00131,4.43759e+38,38.6471,62,2,1871,24.186,15.7778,0.637782,1e+06,2294,0,4
1836,24.1858,15.7779,2.00131,4.43759e+38,38.6471,62,2,1884,24.1859,15.7779,0.250115,1e+06,3474,0.41,4
1837,24.1618,15.7774,2.22529,3.60283e+37,37.5566,34.3572,1,1907,24.1617,15.7773,0.504002,1e+06,2033,0.14,1
1841,24.1519,15.7773,3.53072,2.32275e+37,37.366,78.2842,3,1918,24.1515,15.7772,1.24227,2e+08,18510,0.18,2
1842,24.1462,15.7772,4.43301,3.89119e+36,36.5901,90,3,1903,24.1462,15.7773,0.585347,3e+08,15170,0.11,4
1842,24.1462,15.7772,4.43301,3.89119e+36,36.5901,90,3,1904,24.1461,15.7773,0.486443,6e+06,2764,0.19,2
1844,24.1525,15.7774,3.36458,2.84073e+37,37.4534,92,3,1927,24.1525,15.777,1.20897,4e+07,4669,0.14,4
1845,24.1508,15.7773,3.67185,1.29758e+37,37.1131,122,1,1879,24.1505,15.7777,1.76667,2e+07,2469,0.08,1
1845,24.1508,15.7773,3.67185,1.29758e+37,37.1131,122,1,1901,24.1504,15.7774,1.54103,2e+07,2627,0.1,1
1845,24.1508,15.7773,3.67185,1.29758e+37,37.1131,122,1,1918,24.1515,15.7772,2.4426,2e+08,18510,0.18,2
1845,24.1508,15.7773,3.67185,1.29758e+37,37.1131,122,1,1932,24.1512,15.777,1.75896,3e+07,6755,0.17,1
1846,24.1499,15.7773,3.86842,2.26301e+37,37.3547,91.826,2,1901,24.1504,15.7774,1.87584,2e+07,2627,0.1,1
1846,24.1499,15.7773,3.86842,2.26301e+37,37.3547,91.826,2,1905,24.15,15.7774,0.449122,2e+06,797.6,0.08,1
1849,24.1892,15.7782,2.43819,3.97951e+37,37.5998,62,1,1845,24.1892,15.778,0.861399,3e+06,4747,0.59,4
1849,24.1892,15.7782,2.43819,3.97951e+37,37.5998,62,1,1846,24.1893,15.778,0.805825,1e+06,6526,0.49,3
1854,24.1646,15.7777,1.82154,1.64347e+38,38.2158,44.3218,2,1882,24.1647,15.7776,0.337367,1e+06,4700,0.38,3
1854,24.1646,15.7777,1.82154,1.64347e+38,38.2158,44.3218,2,1890,24.1646,15.7776,0.522934,1e+06,1891,0.33,3
1856,24.1689,15.7779,1.2824,9.28012e+36,36.9676,52,1,1844,24.1691,15.7781,1.01433,2e+07,5850,0.43,3
1862,24.1483,15.7776,4.03994,4.03942e+36,36.6063,103.811,4,1849,24.1483,15.778,1.60754,9e+06,1130,0.21,4
1862,24.1483,15.7776,4.03994,4.03942e+36,36.6063,103.811,4,1865,24.1484,15.7779,1.29513,1.5e+07,2118,0.17,4
1862,24.1483,15.7776,4.03994,4.03942e+36,36.6063,103.811,4,1875,24.1485,15.7778,1.10456,1e+06,1083,0.08,1
1864,24.1827,15.7784,1.59193,1.51661e+37,37.1809,36,3,1838,24.1827,15.7782,0.608973,3e+06,629.1,0.1,4
1865,24.1602,15.7779,2.43705,2.39229e+37,37.3788,71,3,1852,24.1601,15.778,0.361822,1e+06,5079,0.22,3
1867,24.1505,15.7777,3.70804,8.33608e+36,36.921,165,3,1799,24.1501,15.7785,3.43214,2e+08,22850,0.16,1
1867,24.1505,15.7777,3.70804,8.33608e+36,36.921,165,3,1860,24.1503,15.7779,1.14277,9e+06,3741,0.25,4
1867,24.1505,15.7777,3.70804,8.33608e+36,36.921,165,3,1879,24.1505,15.7777,0.128209,2e+07,2469,0.08,1
1867,24.1505,15.7777,3.70804,8.33608e+36,36.921,165,3,1901,24.1504,15.7774,1.01952,2e+07,2627,0.1,1
1867,24.1505,15.7777,3.70804,8.33608e+36,36.921,165,3,1905,24.15,15.7774,2.10811,2e+06,797.6,0.08,1
1867,24.1505,15.7777,3.70804,8.33608e+36,36.921,165,3,1932,24.1512,15.777,3.40889,3e+07,6755,0.17,1
1868,24.1472,15.7776,4.21463,6.62213e+36,36.821,73,3,1899,24.147,15.7774,1.1459,9e+06,2066,0.3,3
1870,24.1767,15.7783,1.02524,4.23667e+37,37.627,53.3631,2,1827,24.1766,15.7783,0.188869,1.5e+07,1705,0,4
1871,24.1792,15.7784,1.21668,1.54067e+37,37.1877,102.094,3,1841,24.1793,15.7781,1.25396,1e+08,7767,0.1,2
1876,24.1749,15.7784,0.950503,2.64912e+37,37.4231,61,2,1829,24.1747,15.7782,0.861218,8e+07,11720,0,3
1876,24.1749,15.7784,0.950503,2.64912e+37,37.4231,61,2,1842,24.1748,15.7781,1.15136,9e+06,1304,0.18,4
1879,24.1859,15.7787,1.91023,4.4879e+37,37.652,69.9716,4,1783,24.1858,15.7788,0.284435,1e+08,5738,0.13,4
1879,24.1859,15.7787,1.91023,4.4879e+37,37.652,69.9716,4,1819,24.1861,15.7784,1.4091,1.5e+07,3579,0.28,2
1884,24.1832,15.7788,1.64633,7.15634e+36,36.8547,129.775,4,1758,24.1836,15.7792,1.97975,4e+06,876.9,0.15,4
1884,24.1832,15.7788,1.64633,7.15634e+36,36.8547,129.775,4,1782,24.1832,15.7787,0.430894,2e+09,2.105e+06,0.03,1
1884,24.1832,15.7788,1.64633,7.15634e+36,36.8547,129.775,4,1802,24.1825,15.7786,2.38646,2e+08,12540,0.15,1
1884,24.1832,15.7788,1.64633,7.15634e+36,36.8547,129.775,4,1838,24.1827,15.7782,2.69894,3e+06,629.1,0.1,4
1886,24.1746,15.7786,0.819145,9.13648e+36,36.9608,96,4,1768,24.1742,15.7791,1.98945,3e+07,5597,0.39,4
1886,24.1746,15.7786,0.819145,9.13648e+36,36.9608,96,4,1829,24.1747,15.7782,1.56979,8e+07,11720,0,3
1887,24.1722,15.7786,0.957648,4.44019e+36,36.6474,77.452,4,1820,24.1719,15.7784,1.04593,1e+07,1191,0,4
1887,24.1722,15.7786,0.957648,4.44019e+36,36.6474,77.452,4,1833,24.1724,15.7782,1.52134,2e+08,10050,0.09,1
1888,24.1702,15.7786,1.06863,1.24017e+37,37.0935,165.589,4,1776,24.1707,15.7789,2.06303,2e+09,512900,0,1
1888,24.1702,15.7786,1.06863,1.24017e+37,37.0935,165.589,4,1813,24.1704,15.7785,0.737238,4e+06,55360,1.25,1
1888,24.1702,15.7786,1.06863,1.24017e+37,37.0935,165.589,4,1836,24.1694,15.7782,3.15812,1.4e+07,849.2,0.04,4
1888,24.1702,15.7786,1.06863,1.24017e+37,37.0935,165.589,4,1851,24.1709,15.778,3.06421,1.5e+07,6011,0.29,3
1891,24.1762,15.7787,0.896915,1.0538e+37,37.0228,79,4,1794,24.1761,15.7787,0.434497,4e+07,6017,0.21,1
1891,24.1762,15.7787,0.896915,1.0538e+37,37.0228,79,4,1814,24.176,15.7785,1.17689,2e+07,5108,0.3,4
1895,24.1477,15.7783,4.12052,1.2909e+37,37.1109,125,3,1797,24.1482,15.7786,1.99057,1e+06,3433,0.19,2
1895,24.1477,15.7783,4.12052,1.2909e+37,37.1109,125,3,1821,24.1484,15.7783,2.16273,1e+06,3301,0.39,2
1895,24.1477,15.7783,4.12052,1.2909e+37,37.1109,125,3,1849,24.1483,15.778,2.32737,9e+06,1130,0.21,4
1899,24.1516,15.7785,3.49786,5.92258e+37,37.7725,70,1,1788,24.1519,15.7787,1.23526,5e+07,19530,0.62,2
1899,24.1516,15.7785,3.49786,5.92258e+37,37.7725,70,1,1806,24.1518,15.7785,0.487539,8e+06,1219,0.27,4
1899,24.1516,15.7785,3.49786,5.92258e+37,37.7725,70,1,1826,24.1515,15.7783,0.927525,3e+07,11760,0.39,4
1906,24.1484,15.7786,3.95403,7.10242e+37,37.8514,46.2776,2,1797,24.1482,15.7786,0.46351,1e+06,3433,0.19,2
1906,24.1484,15.7786,3.95403,7.10242e+37,37.8514,46.2776,2,1821,24.1484,15.7783,0.957904,1e+06,3301,0.39,2
1921,24.1509,15.7789,3.6075,2.78662e+37,37.4451,54.86,2,1763,24.1509,15.7791,0.43672,1.5e+07,4600,0.4,4
1922,24.1486,15.7789,3.86961,2.67922e+37,37.428,62.6612,2,1773,24.1488,15.779,0.833491,9e+06,3012,0.36,4
1931,24.1866,15.7799,2.00236,1.64258e+37,37.2155,86,2,1684,24.1868,15.7803,1.70886,2e+08,24360,0.4,1
1938,24.1615,15.7795,2.03625,1.54545e+37,37.1891,84,3,1736,24.1614,15.7797,0.704743,3e+08,20090,0.22,3
1941,24.2015,15.7804,4.2871,3.54824e+37,37.55,39,1,3155,24.2016,15.7805,0.579801,1.3e+07,6414,0.5,4
1942,24.1872,15.78,2.09335,8.80693e+36,36.9448,115.025,3,1684,24.1868,15.7803,1.71708,2e+08,24360,0.4,1
1947,24.1709,15.7798,0.842928,1.0982e+38,38.0407,36.5297,1,1728,24.1709,15.7797,0.169494,1e+06,3837,0.08,3
1947,24.1709,15.7798,0.842928,1.0982e+38,38.0407,36.5297,1,1729,24.1709,15.7797,0.255681,2e+06,2088,0.1,3
1947,24.1709,15.7798,0.842928,1.0982e+38,38.0407,36.5297,1,1745,24.1709,15.7796,0.601685,4e+06,1017,0.18,4
1948,24.1443,15.7793,4.56722,7.39539e+36,36.869,119.357,3,1759,24.1437,15.7791,2.29885,4e+06,1313,0.13,2
1948,24.1443,15.7793,4.56722,7.39539e+36,36.869,119.357,3,1780,24.1441,15.7789,1.78632,7e+06,923.8,0.3,4
1952,24.1685,15.7798,1.0952,9.52056e+37,37.9787,54.86,2,1713,24.1683,15.7799,0.782172,1e+06,1407,0.26,1
1952,24.1685,15.7798,1.0952,9.52056e+37,37.9787,54.86,2,1732,24.1687,15.7797,0.638174,1e+06,4186,0.17,4
1954,24.1476,15.7795,4.09085,1.67279e+37,37.2234,48.32,1,1750,24.1476,15.7794,0.212722,1.5e+07,1002,0,3
1956,24.1882,15.7804,2.30271,1.93371e+37,37.2864,71,3,1647,24.1883,15.7807,1.12784,9e+06,4298,0.36,3
1962,24.1789,15.7803,0.928594,3.99141e+36,36.6011,101,3,1690,24.179,15.7803,0.611242,9e+06,946.3,0.17,4
1964,24.1502,15.7798,3.64573,1.95881e+37,37.292,111,2,1695,24.1499,15.7802,1.91255,1e+06,3786,0.23,1
1964,24.1502,15.7798,3.64573,1.95881e+37,37.292,111,2,1714,24.1501,15.7798,0.634723,1e+08,19210,0.21,2
1973,24.1881,15.7807,2.21188,7.43811e+36,36.8715,56.3881,4,1647,24.1883,15.7807,0.486035,9e+06,4298,0.36,3
1975,24.1766,15.7805,0.725013,3.35985e+37,37.5263,54.86,3,1666,24.1764,15.7805,0.941646,4e+06,763.1,0.1,3
1978,24.1484,15.7799,3.95535,1.5664e+37,37.1949,62.6612,3,1688,24.1484,15.7802,1.02883,1.5e+07,9139,0.46,4
1978,24.1484,15.7799,3.95535,1.5664e+37,37.1949,62.6612,3,1699,24.1481,15.7801,1.23505,9e+06,8554,0.63,4
1978,24.1484,15.7799,3.95535,1.5664e+37,37.1949,62.6612,3,1705,24.1483,15.78,0.561154,2e+07,16680,0.07,1
1978,24.1484,15.7799,3.95535,1.5664e+37,37.1949,62.6612,3,1706,24.1483,15.7799,0.632808,1.3e+07,13410,0.08,2
1978,24.1484,15.7799,3.95535,1.5664e+37,37.1949,62.6612,3,1707,24.1482,15.7799,0.794158,5e+07,29100,0.1,4
1979,24.143,15.7798,4.78099,3.9727e+37,37.5991,46.2776,1,1730,24.1429,15.7797,0.268882,3e+06,718.7,0.24,2
1980,24.14,15.7797,5.2301,1.45669e+37,37.1634,95,3,1742,24.1403,15.7796,1.35919,3e+07,7754,0.34,2
1982,24.1761,15.7806,0.638499,5.72308e+36,36.7576,87,4,1666,24.1764,15.7805,0.79283,4e+06,763.1,0.1,3
1983,24.172,15.7805,0.636205,5.81448e+36,36.7645,84,4,1661,24.1724,15.7807,1.62421,2e+09,1.221e+06,0.29,1
1985,24.1774,15.7806,0.794082,1.21458e+37,37.0844,81,3,1641,24.177,15.7807,1.36209,3e+07,5051,0.1,3
1985,24.1774,15.7806,0.794082,1.21458e+37,37.0844,81,3,1665,24.1775,15.7805,0.472123,3e+07,10530,0.1,1
1985,24.1774,15.7806,0.794082,1.21458e+37,37.0844,81,3,1691,24.1772,15.7808,0.880956,1.5e+07,1108,0,3
1987,24.149,15.7801,3.79022,7.9152e+37,37.8985,46.2776,1,1701,24.1489,15.7801,0.436222,5e+06,3410,0.49,4
1987,24.149,15.7801,3.79022,7.9152e+37,37.8985,46.2776,1,1703,24.1491,15.7801,0.279629,1e+06,545,0.08,2
1990,24.1867,15.781,1.95676,1.54387e+37,37.1886,89,4,1630,24.1869,15.7809,0.519609,4e+07,8050,0.35,1
1991,24.173,15.7807,0.546741,1.11109e+37,37.0458,184.896,4,1546,24.1731,15.7817,3.84291,4e+07,4618,0.25,4
1991,24.173,15.7807,0.546741,1.11109e+37,37.0458,184.896,4,1573,24.1727,15.7814,2.894,2e+06,3880,0.45,4
1991,24.173,15.7807,0.546741,1.11109e+37,37.0458,184.896,4,1591,24.1733,15.7812,2.3085,1e+07,840.5,0.14,4
1991,24.173,15.7807,0.546741,1.11109e+37,37.0458,184.896,4,1614,24.173,15.781,1.33625,9e+06,1625,0.4,4
1991,24.173,15.7807,0.546741,1.11109e+37,37.0458,184.896,4,1661,24.1724,15.7807,2.24972,2e+09,1.221e+06,0.29,1
1996,24.165,15.7806,1.4419,2.89545e+37,37.4617,44.9624,3,1663,24.1649,15.7804,0.581192,1e+06,2472,0.12,4
2010,24.1691,15.7809,0.847185,4.28462e+37,37.6319,43.69,3,1625,24.1691,15.7809,0.150072,3e+06,652.5,0.16,4
2012,24.1626,15.7808,1.795,9.26828e+37,37.967,64,2,1638,24.1626,15.7807,0.337031,3e+06,1189,0.07,2
2012,24.1626,15.7808,1.795,9.26828e+37,37.967,64,2,1639,24.1626,15.7807,0.485373,3e+06,1476,0.1,2
2012,24.1626,15.7808,1.795,9.26828e+37,37.967,64,2,1654,24.1624,15.7807,1.09641,1e+06,1760,0.07,2
2012,24.1626,15.7808,1.795,9.26828e+37,37.967,64,2,1656,24.1625,15.7806,0.79116,1e+06,1560,0,2
2012,24.1626,15.7808,1.795,9.26828e+37,37.967,64,2,1657,24.1626,15.7806,0.733641,6e+06,904.4,0,2
2013,24.1458,15.7805,4.36428,1.65567e+37,37.219,107,3,1669,24.146,15.7805,0.57365,1.1e+07,2078,0.1,2
2013,24.1458,15.7805,4.36428,1.65567e+37,37.219,107,3,1680,24.146,15.7804,0.806621,1e+08,14020,0.16,1
2016,24.1777,15.7812,0.721737,6.33917e+37,37.802,44.3218,2,1570,24.1778,15.7814,0.764409,6e+07,4724,0.09,4
2016,24.1777,15.7812,0.721737,6.33917e+37,37.802,44.3218,2,1571,24.1778,15.7814,0.730247,5e+07,5072,0.12,4
2016,24.1777,15.7812,0.721737,6.33917e+37,37.802,44.3218,2,1605,24.1777,15.7811,0.365899,1e+06,1122,0.04,4
2017,24.1681,15.781,1.05757,3.44615e+37,37.5373,44.3218,3,1619,24.1683,15.781,0.595903,1.3e+07,1037,0.07,3
2017,24.1681,15.781,1.05757,3.44615e+37,37.5373,44.3218,3,1628,24.168,15.7808,0.444726,3e+06,1394,0.05,4
2022,24.177,15.7813,0.619825,5.376e+37,37.7305,70,1,1553,24.1768,15.7816,1.42305,8e+06,1448,0.29,4
2022,24.177,15.7813,0.619825,5.376e+37,37.7305,70,1,1601,24.177,15.7811,0.571282,4e+06,1026,0.15,3
2022,24.177,15.7813,0.619825,5.376e+37,37.7305,70,1,1602,24.1769,15.7811,0.508722,1e+06,2187,0.21,3
2023,24.1752,15.7812,0.517695,3.66744e+37,37.5644,90,3,1556,24.175,15.7815,1.13711,9e+06,827.9,0.18,4
2023,24.1752,15.7812,0.517695,3.66744e+37,37.5644,90,3,1632,24.1752,15.7808,1.504,1e+08,3801,0,4
2024,24.1551,15.7809,2.87109,8.38944e+36,36.9237,62.6612,2,1649,24.1551,15.7806,0.891986,4e+06,1158,0.27,3
2032,24.1507,15.7808,3.48668,1.12635e+37,37.0517,100.375,4,1583,24.1508,15.7813,1.68771,4e+06,3835,0.7,3
2032,24.1507,15.7808,3.48668,1.12635e+37,37.0517,100.375,4,1608,24.1509,15.7811,1.38794,2e+07,1745,0.07,3
2037,24.1829,15.7816,1.43973,4.22928e+37,37.6263,51.1549,3,1560,24.1829,15.7815,0.194415,1e+06,2101,0.08,3
2039,24.1372,15.7807,5.69108,3.35567e+36,36.5258,39,1,1655,24.1372,15.7806,0.2779,4e+07,4103,0.06,2
2041,24.1786,15.7816,0.805376,2.69004e+37,37.4298,93,3,1547,24.1785,15.7817,0.415969,1e+06,1308,0.09,3
2042,24.1484,15.781,3.92782,8.00229e+37,37.9032,72,2,1584,24.1484,15.7812,0.711347,9e+06,3901,0.32,4
2042,24.1484,15.781,3.92782,8.00229e+37,37.9032,72,2,1600,24.148,15.7812,1.46276,3e+06,358.9,0,3
2042,24.1484,15.781,3.92782,8.00229e+37,37.9032,72,2,1609,24.1487,15.7811,1.19187,1e+06,3658,0.37,1
2045,24.1466,15.7811,4.13684,2.03807e+37,37.3092,85.0272,2,1562,24.1465,15.7815,1.62348,4e+07,6069,0.33,2
2045,24.1466,15.7811,4.13684,2.03807e+37,37.3092,85.0272,2,1596,24.1471,15.7812,1.62521,9e+06,1223,0.22,4
2046,24.1743,15.7817,0.402848,1.69989e+38,38.2304,43,1,1550,24.1743,15.7816,0.212077,3e+06,2270,0.02,3
2046,24.1743,15.7817,0.402848,1.69989e+38,38.2304,43,1,1551,24.1743,15.7815,0.429522,1e+06,3576,0.01,3
2058,24.1768,15.7819,0.551651,1.47274e+38,38.1681,65.0755,2,1503,24.1769,15.7821,0.632322,1.5e+07,3046,0.31,4
2058,24.1768,15.7819,0.551651,1.47274e+38,38.1681,65.0755,2,1534,24.1767,15.7819,0.505855,1e+06,2164,0.17,4
2058,24.1768,15.7819,0.551651,1.47274e+38,38.1681,65.0755,2,1553,24.1768,15.7816,1.03778,8e+06,1448,0.29,4
2059,24.1715,15.7818,0.498292,2.8749e+37,37.4586,62.6612,3,1536,24.1714,15.7819,0.51797,3e+06,1055,0,4
2059,24.1715,15.7818,0.498292,2.8749e+37,37.4586,62.6612,3,1537,24.1715,15.7818,0.187791,1e+06,2472,0.06,4
2059,24.1715,15.7818,0.498292,2.8749e+37,37.4586,62.6612,3,1542,24.1713,15.7817,0.766858,1.5e+07,3352,0.27,4
2059,24.1715,15.7818,0.498292,2.8749e+37,37.4586,62.6612,3,1555,24.1715,15.7816,0.825828,7e+06,895.6,0.19,4
2062,24.2223,15.783,7.22719,6.74372e+36,36.8289,99.5169,2,3127,24.2222,15.7832,0.520753,3e+06,5193,0.78,1
2072,24.1757,15.7821,0.366474,2.37046e+37,37.3748,83.3308,3,1486,24.1753,15.7822,1.49043,9e+06,853.4,0.04,4
2072,24.1757,15.7821,0.366474,2.37046e+37,37.3748,83.3308,3,1496,24.1758,15.7822,0.401876,2e+06,1320,0.26,3
2072,24.1757,15.7821,0.366474,2.37046e+37,37.3748,83.3308,3,1507,24.1758,15.782,0.456828,1e+06,609.2,0,3
2072,24.1757,15.7821,0.366474,2.37046e+37,37.3748,83.3308,3,1508,24.1757,15.782,0.449784,2e+06,913.5,0,3
2072,24.1757,15.7821,0.366474,2.37046e+37,37.3748,83.3308,3,1509,24.1758,15.7821,0.270161,3e+06,567.3,0.04,3
2072,24.1757,15.7821,0.366474,2.37046e+37,37.3748,83.3308,3,1525,24.1759,15.7821,0.389061,1.5e+07,1862,0.04,3
2072,24.1757,15.7821,0.366474,2.37046e+37,37.3748,83.3308,3,1527,24.1758,15.7819,0.819253,2e+06,1637,0.32,3
2072,24.1757,15.7821,0.366474,2.37046e+37,37.3748,83.3308,3,1541,24.1757,15.7818,1.37661,9e+06,637.1,0.03,4
2073,24.1719,15.7821,0.419685,4.34916e+36,36.6384,100.375,1,1448,24.1719,15.7826,1.70377,1.5e+07,2872,0.29,4
2073,24.1719,15.7821,0.419685,4.34916e+36,36.6384,100.375,1,1453,24.1723,15.7825,1.99409,1.2e+07,2931,0.19,4
2073,24.1719,15.7821,0.419685,4.34916e+36,36.6384,100.375,1,1454,24.1719,15.7825,1.34222,1.5e+07,2660,0,4
2073,24.1719,15.7821,0.419685,4.34916e+36,36.6384,100.375,1,1518,24.1721,15.782,0.771782,9e+06,2785,0.5,4
2073,24.1719,15.7821,0.419685,4.34916e+36,36.6384,100.375,1,1536,24.1714,15.7819,1.97606,3e+06,1055,0,4
2073,24.1719,15.7821,0.419685,4.34916e+36,36.6384,100.375,1,1537,24.1715,15.7818,1.78557,1e+06,2472,0.06,4
